battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
0.197,1,0.05,1,0.0,1,0.15,0.1,0.132,0.2,0.0,0.1399,0.1684,mid,0.15,0.09,0.2,1,1,1,0.2
0.1186,1,0.05,1,0.02,0,0.21,0.04,0.16,0.8,0.04,0.0068,0.0584,mid,0.17,0.08,0.07,1,0,0,0.1
0.1762,0,0.06999999999999999,0,0.07,0,0.6,0.01,0.157,0.4,0.1,0.0643,0.079,low,0.14,0.05,0.14,1,0,0,0.1
0.1731,1,0.13999999999999999,1,0.04,1,0.04,0.05,0.163,0.6,0.18,0.0809,0.1988,high,0.05,0.01,0.04,1,1,1,0.3
0.0852,0,0.18,1,0.05,1,0.08,0.08,0.16,0.5,0.09,0.0683,0.1349,low,0.07,0.06,0.2,1,0,0,0.0
0.0848,1,0.15,1,0.04,1,0.36,0.03,0.151,0.4,0.16,0.0056,0.0527,mid,0.1,0.02,0.19,1,1,1,0.1
0.1575,0,0.25,1,0.0,1,0.11,0.02,0.185,0.7,0.2,0.0492,0.0818,mid,0.07,0.03,0.17,1,1,0,0.2
0.1554,0,0.27999999999999997,1,0.07,0,0.23,0.01,0.105,0.6,0.18,0.0699,0.1492,mid,0.13,0.09,0.2,1,0,1,0.2
0.1972,1,0.16,0,0.0,0,0.48,0.05,0.092,0.8,0.02,0.029,0.0804,high,0.07,0.02,0.11,1,0,1,0.3
0.0827,1,0.06,1,0.09,1,0.35,0.02,0.087,0.6,0.17,0.0023,0.0826,mid,0.05,0.03,0.15,1,0,1,0.1
0.1063,0,0.15,0,0.07,0,0.03,0.09,0.155,0.4,0.1,0.0394,0.0849,mid,0.12,0.1,0.2,1,1,0,0.1
0.1695,0,0.22999999999999998,1,0.01,0,0.34,0.04,0.084,0.5,0.1,0.0713,0.1742,high,0.17,0.06,0.14,1,0,0,0.3
0.1343,0,0.24,1,0.05,1,0.14,0.09,0.081,0.8,0.1,0.1063,0.1205,low,0.18,0.07,0.11,1,1,1,0.0
0.0834,0,0.05,0,0.02,1,0.27,0.02,0.123,0.1,0.16,0.1421,0.1463,mid,0.11,0.09,0.2,1,1,0,0.1
0.0595,0,0.26,0,0.0,1,0.2,0.04,0.122,0.2,0.18,0.0623,0.0816,mid,0.19,0.11,0.02,1,0,1,0.0
0.1081,1,0.19,1,0.13,1,0.42,0.01,0.101,0.7,0.17,0.0083,0.0816,mid,0.07,0.04,0.07,1,0,0,0.1
0.0911,0,0.13999999999999999,1,0.03,0,0.14,0.06999999999999999,0.199,0.4,0.04,0.1563,0.1692,high,0.16,0.03,0.11,1,1,0,0.3
0.0844,0,0.22000000000000003,1,0.01,1,0.22,0.09,0.197,0.7,0.02,0.0777,0.1995,high,0.14,0.11,0.07,1,0,0,0.3
0.1335,1,0.3,0,0.03,0,0.6,0.08,0.18,0.2,0.04,0.0083,0.0559,high,0.05,0.02,0.09,1,0,0,0.3
0.1883,0,0.16,0,0.09,0,0.24,0.01,0.087,0.1,0.16,0.0203,0.0915,high,0.17,0.1,0.03,1,0,0,0.3
0.1128,1,0.05,1,0.06,0,0.33,0.06,0.147,0.8,0.07,0.0938,0.1226,low,0.17,0.15,0.19,1,0,0,0.1
0.0826,1,0.24,1,0.14,1,0.57,0.06,0.117,0.2,0.17,0.1077,0.1183,mid,0.15,0.14,0.05,1,0,0,0.1
0.165,0,0.22999999999999998,0,0.0,1,0.38,0.06999999999999999,0.089,0.1,0.01,0.0773,0.0881,low,0.14,0.1,0.02,1,1,1,0.0
0.1162,0,0.1,0,0.0,0,0.5,0.05,0.104,0.4,0.1,0.0332,0.0866,low,0.1,0.03,0.15,1,1,1,0.1
0.1517,0,0.25,0,0.02,1,0.08,0.08,0.169,0.4,0.18,0.057,0.1645,high,0.18,0.16,0.12,1,0,0,0.2
0.0963,0,0.05,0,0.01,1,0.6,0.08,0.156,0.3,0.03,0.0742,0.0821,high,0.12,0.06,0.16,1,0,0,0.2
0.1837,0,0.1,1,0.05,1,0.12,0.09,0.103,0.8,0.06,0.142,0.1539,mid,0.08,0.07,0.2,1,0,1,0.3
0.1028,1,0.27999999999999997,0,0.01,1,0.3,0.01,0.193,0.1,0.1,0.1801,0.1923,low,0.18,0.04,0.13,1,0,1,0.1
0.1831,1,0.22000000000000003,1,0.04,0,0.55,0.1,0.189,0.8,0.09,0.1693,0.179,low,0.14,0.03,0.1,1,1,0,0.1
0.0571,1,0.2,1,0.05,1,0.58,0.06,0.101,0.6,0.11,0.0031,0.1536,low,0.19,0.1,0.11,1,0,1,0.0
0.177,1,0.22999999999999998,0,0.0,0,0.09,0.06,0.183,0.6,0.05,0.1098,0.1373,high,0.13,0.1,0.14,1,0,1,0.3
0.097,1,0.13,1,0.05,0,0.59,0.02,0.084,0.7,0.19,0.1765,0.1786,high,0.12,0.0,0.12,1,0,0,0.3
0.0642,1,0.05,0,0.0,1,0.38,0.08,0.086,0.5,0.1,0.0887,0.1775,low,0.09,0.02,0.02,1,1,0,0.0
0.0622,1,0.19,1,0.12,0,0.11,0.08,0.193,0.8,0.14,0.076,0.1964,high,0.05,0.0,0.04,1,1,1,0.2
0.06,1,0.18,0,0.09,1,0.06,0.08,0.199,0.2,0.15,0.0486,0.1032,high,0.17,0.04,0.07,1,1,0,0.2
0.1412,0,0.06,0,0.09,0,0.57,0.02,0.086,0.3,0.1,0.0002,0.066,mid,0.15,0.1,0.18,1,0,1,0.1
0.0733,0,0.08,0,0.07,0,0.16,0.04,0.138,0.4,0.12,0.0202,0.1787,mid,0.12,0.0,0.19,1,1,0,0.2
0.107,1,0.3,0,0.09,0,0.19,0.08,0.16,0.7,0.16,0.009,0.1614,mid,0.14,0.13,0.2,1,1,0,0.2
0.0875,1,0.06999999999999999,1,0.01,0,0.3,0.06999999999999999,0.146,0.8,0.08,0.0469,0.0853,low,0.19,0.15,0.15,1,1,1,0.0
0.1994,1,0.06999999999999999,0,0.05,0,0.05,0.04,0.189,0.2,0.07,0.0086,0.1546,mid,0.12,0.11,0.18,1,0,0,0.2
0.0823,0,0.1,1,0.09,1,0.18,0.02,0.182,0.5,0.16,0.118,0.135,high,0.13,0.1,0.09,1,1,0,0.3
0.1908,0,0.05,0,0.09,1,0.3,0.1,0.111,0.2,0.19,0.014,0.1046,high,0.19,0.17,0.17,1,0,1,0.3
0.079,0,0.05,1,0.07,1,0.44,0.01,0.089,0.8,0.08,0.11,0.1437,high,0.13,0.11,0.09,1,1,0,0.3
0.133,1,0.18,1,0.01,0,0.4,0.05,0.177,0.1,0.05,0.0194,0.0892,mid,0.09,0.04,0.14,1,1,1,0.2
0.166,0,0.05,0,0.02,1,0.15,0.06999999999999999,0.1,0.8,0.08,0.044,0.0569,mid,0.12,0.05,0.09,1,1,0,0.2
0.1776,0,0.22000000000000003,0,0.02,0,0.2,0.09,0.082,0.6,0.16,0.1563,0.1803,mid,0.15,0.1,0.12,1,1,1,0.3
0.1611,0,0.05,1,0.04,1,0.27,0.09,0.199,0.1,0.1,0.0163,0.1011,high,0.15,0.02,0.06,1,0,1,0.2
0.141,1,0.05,1,0.0,1,0.15,0.03,0.092,0.3,0.01,0.0192,0.1311,mid,0.18,0.04,0.18,1,1,0,0.2
0.1772,1,0.16,0,0.16,1,0.45,0.05,0.159,0.2,0.18,0.0837,0.1405,low,0.06,0.01,0.17,1,1,0,0.1
0.128,1,0.13,0,0.0,1,0.39,0.1,0.108,0.7,0.01,0.0356,0.0588,mid,0.06,0.04,0.02,1,0,1,0.1
0.1712,1,0.09,1,0.02,0,0.23,0.1,0.155,0.7,0.19,0.0155,0.0663,low,0.05,0.0,0.15,1,1,0,0.1
0.1562,1,0.06999999999999999,0,0.0,0,0.55,0.01,0.14,0.8,0.01,0.1032,0.1776,mid,0.15,0.03,0.03,1,0,0,0.2
0.0891,0,0.19,1,0.01,1,0.18,0.01,0.153,0.6,0.03,0.004,0.1435,low,0.17,0.16,0.04,1,1,1,0.0
0.1957,0,0.12,1,0.16,1,0.36,0.08,0.151,0.2,0.19,0.1194,0.1727,low,0.16,0.02,0.18,1,0,1,0.1
0.111,0,0.06,0,0.01,0,0.42,0.09,0.192,0.5,0.02,0.1179,0.1262,low,0.12,0.08,0.18,1,1,0,0.0
0.0875,1,0.13999999999999999,1,0.01,1,0.43,0.06,0.104,0.8,0.03,0.0902,0.0969,high,0.14,0.02,0.18,1,0,0,0.3
0.1211,1,0.12,0,0.0,0,0.28,0.03,0.13,0.2,0.03,0.0058,0.0963,high,0.06,0.01,0.14,1,1,0,0.2
0.0769,0,0.05,1,0.12,1,0.54,0.02,0.112,0.4,0.19,0.1385,0.178,low,0.15,0.08,0.2,1,0,1,0.0
0.0671,0,0.29,0,0.07,1,0.02,0.01,0.095,0.6,0.19,0.0614,0.1617,mid,0.13,0.04,0.02,1,0,0,0.2
0.1872,0,0.05,0,0.05,1,0.26,0.05,0.172,0.4,0.1,0.0672,0.1088,mid,0.08,0.04,0.08,1,0,1,0.2
0.1076,0,0.22999999999999998,1,0.0,1,0.14,0.06999999999999999,0.191,0.5,0.0,0.1088,0.1718,mid,0.17,0.16,0.02,1,1,1,0.2
0.1325,0,0.19,0,0.02,0,0.5,0.01,0.146,0.1,0.1,0.0499,0.0695,mid,0.17,0.1,0.02,1,0,0,0.2
0.0911,1,0.22000000000000003,1,0.01,1,0.28,0.05,0.182,0.2,0.02,0.0157,0.0763,mid,0.08,0.04,0.13,1,1,1,0.1
0.1273,1,0.06999999999999999,0,0.01,0,0.23,0.06,0.178,0.6,0.14,0.0485,0.1399,low,0.08,0.05,0.13,1,0,0,0.0
0.1062,0,0.05,0,0.03,1,0.39,0.09,0.124,0.4,0.04,0.0571,0.0817,low,0.16,0.0,0.11,1,0,1,0.0
0.1317,0,0.15,0,0.06,0,0.12,0.01,0.154,0.2,0.09,0.0431,0.0542,low,0.07,0.0,0.11,1,1,1,0.0
0.094,0,0.29,0,0.0,0,0.16,0.06999999999999999,0.115,0.4,0.01,0.0499,0.109,mid,0.15,0.13,0.09,1,1,1,0.1
0.0729,1,0.2,0,0.0,0,0.14,0.06,0.135,0.6,0.02,0.0563,0.1055,high,0.19,0.15,0.17,1,0,1,0.2
0.1494,0,0.24,0,0.06,1,0.03,0.09,0.093,0.7,0.17,0.0944,0.1003,low,0.14,0.13,0.17,1,1,0,0.1
0.1546,1,0.16,1,0.02,1,0.27,0.06999999999999999,0.124,0.2,0.06,0.1138,0.1491,low,0.12,0.1,0.16,1,1,0,0.0
0.1253,0,0.06999999999999999,0,0.0,1,0.34,0.09,0.113,0.4,0.1,0.0161,0.0647,high,0.07,0.03,0.08,1,1,1,0.3
0.0895,0,0.05,1,0.06,0,0.16,0.03,0.164,0.8,0.14,0.0126,0.1575,high,0.07,0.0,0.04,1,0,1,0.2
0.0793,1,0.19,1,0.0,1,0.43,0.03,0.124,0.8,0.02,0.0015,0.1196,low,0.11,0.09,0.03,1,1,1,0.0
0.1628,1,0.18,1,0.11,0,0.56,0.01,0.136,0.2,0.13,0.05,0.1713,high,0.17,0.11,0.12,1,1,1,0.3
0.0625,0,0.27,1,0.02,0,0.42,0.08,0.138,0.8,0.03,0.0203,0.1771,high,0.1,0.04,0.17,1,0,0,0.2
0.111,0,0.15,0,0.02,1,0.12,0.03,0.153,0.8,0.05,0.0961,0.195,low,0.09,0.07,0.15,1,0,0,0.0
0.0999,0,0.16999999999999998,0,0.06,0,0.49,0.06,0.132,0.1,0.17,0.0608,0.197,mid,0.07,0.0,0.08,1,1,0,0.1
0.1856,0,0.05,1,0.0,1,0.24,0.01,0.155,0.5,0.01,0.0277,0.1155,mid,0.17,0.06,0.1,1,1,0,0.2
0.1715,0,0.26,1,0.09,1,0.15,0.06,0.12,0.6,0.2,0.0114,0.1849,low,0.16,0.02,0.04,1,1,0,0.1
0.1897,1,0.19,0,0.02,1,0.54,0.03,0.154,0.2,0.07,0.063,0.0738,low,0.17,0.11,0.02,1,0,0,0.0
0.1202,1,0.24,1,0.0,0,0.19,0.01,0.122,0.2,0.01,0.0404,0.1742,low,0.19,0.0,0.03,1,0,0,0.0
0.1171,1,0.16999999999999998,1,0.02,0,0.19,0.03,0.167,0.7,0.19,0.0248,0.0755,low,0.06,0.05,0.08,1,0,0,0.0
0.0964,0,0.2,0,0.0,1,0.22,0.06999999999999999,0.086,0.8,0.0,0.0225,0.1234,mid,0.17,0.16,0.05,1,1,0,0.2
0.1973,1,0.24,1,0.06,0,0.46,0.01,0.193,0.4,0.1,0.0699,0.0851,low,0.06,0.0,0.03,1,0,1,0.0
0.1992,1,0.06,1,0.11,0,0.02,0.01,0.141,0.1,0.14,0.0649,0.0895,high,0.1,0.09,0.1,1,1,0,0.3
0.0546,1,0.26,1,0.05,0,0.26,0.1,0.159,0.5,0.15,0.0416,0.1658,mid,0.07,0.02,0.03,1,1,0,0.1
0.1093,0,0.05,0,0.01,1,0.31,0.06,0.171,0.2,0.12,0.131,0.142,mid,0.12,0.0,0.06,1,1,0,0.1
0.188,1,0.2,0,0.11,0,0.35,0.01,0.2,0.4,0.14,0.093,0.1983,mid,0.17,0.07,0.15,1,1,0,0.2
0.1765,0,0.11000000000000001,0,0.03,0,0.11,0.06999999999999999,0.087,0.2,0.07,0.0835,0.1175,high,0.06,0.05,0.18,1,0,0,0.3
0.164,0,0.05,1,0.01,1,0.36,0.09,0.087,0.8,0.11,0.0664,0.1806,high,0.06,0.01,0.1,1,0,1,0.3
0.183,0,0.05,0,0.0,0,0.07,0.09,0.191,0.6,0.12,0.046,0.1583,mid,0.08,0.07,0.14,1,1,0,0.2
0.0826,0,0.06,0,0.03,0,0.62,0.06999999999999999,0.187,0.4,0.19,0.0778,0.1615,mid,0.17,0.04,0.17,1,0,0,0.1
0.1864,0,0.22000000000000003,0,0.0,1,0.07,0.01,0.142,0.1,0.02,0.0225,0.1545,mid,0.1,0.01,0.1,1,0,0,0.2
0.0586,1,0.06,0,0.16,1,0.42,0.03,0.121,0.7,0.17,0.0785,0.1118,mid,0.12,0.02,0.07,1,1,1,0.1
0.1206,0,0.3,1,0.1,1,0.3,0.06,0.127,0.3,0.13,0.1581,0.1713,mid,0.07,0.01,0.04,1,0,1,0.2
0.0832,1,0.05,1,0.01,1,0.05,0.01,0.165,0.5,0.02,0.0009,0.1944,high,0.12,0.05,0.14,1,1,1,0.3
0.0848,1,0.27999999999999997,0,0.01,0,0.08,0.01,0.103,0.7,0.03,0.0007,0.1294,low,0.1,0.06,0.15,1,1,1,0.0
0.1851,0,0.29,0,0.0,0,0.53,0.06999999999999999,0.112,0.6,0.02,0.0174,0.1175,mid,0.06,0.0,0.08,1,0,0,0.2
0.1166,1,0.05,0,0.07,0,0.59,0.05,0.08,0.1,0.11,0.0437,0.0638,high,0.08,0.06,0.07,1,0,1,0.3
0.1776,1,0.21000000000000002,1,0.1,0,0.35,0.01,0.172,0.4,0.16,0.0278,0.0623,mid,0.16,0.13,0.2,1,1,1,0.1
0.1254,1,0.12,0,0.02,1,0.27,0.02,0.134,0.2,0.1,0.1288,0.1372,low,0.14,0.01,0.16,1,1,1,0.0
0.1494,0,0.16,1,0.04,1,0.24,0.02,0.101,0.1,0.17,0.0979,0.119,high,0.15,0.12,0.09,1,0,0,0.3
0.0984,1,0.22000000000000003,1,0.0,1,0.39,0.05,0.119,0.8,0.18,0.0056,0.1931,mid,0.11,0.07,0.16,1,1,0,0.1
0.1179,1,0.08,0,0.01,0,0.05,0.09,0.154,0.5,0.17,0.0913,0.1429,low,0.08,0.07,0.18,1,0,1,0.0
0.0513,0,0.19,0,0.08,0,0.27,0.04,0.174,0.8,0.13,0.0282,0.071,high,0.16,0.06,0.13,1,1,1,0.2
0.0557,0,0.05,1,0.03,0,0.17,0.02,0.089,0.6,0.04,0.0322,0.071,mid,0.17,0.16,0.16,1,0,0,0.1
0.0744,0,0.16999999999999998,1,0.0,1,0.33,0.05,0.105,0.4,0.02,0.1252,0.1963,mid,0.09,0.03,0.19,1,0,0,0.2
0.1129,1,0.08,1,0.09,1,0.21,0.06,0.116,0.2,0.1,0.1128,0.1702,low,0.11,0.0,0.13,1,1,0,0.1
0.1148,0,0.22999999999999998,1,0.0,1,0.58,0.03,0.17,0.5,0.2,0.0606,0.0688,high,0.1,0.07,0.11,1,0,0,0.2
0.1793,0,0.27,0,0.12,1,0.44,0.06999999999999999,0.175,0.5,0.17,0.0655,0.1459,high,0.19,0.09,0.06,1,1,1,0.3
0.131,0,0.22999999999999998,1,0.03,0,0.15,0.02,0.15,0.5,0.11,0.0954,0.097,mid,0.18,0.17,0.05,1,1,1,0.2
0.1604,0,0.12,0,0.01,0,0.06,0.05,0.191,0.6,0.15,0.0068,0.1042,high,0.07,0.02,0.02,1,1,0,0.3
0.1676,0,0.16,0,0.02,0,0.37,0.02,0.145,0.1,0.03,0.0134,0.1197,mid,0.14,0.08,0.04,1,0,1,0.2
0.1001,0,0.27999999999999997,1,0.01,0,0.4,0.02,0.117,0.3,0.07,0.0922,0.1836,high,0.13,0.09,0.1,1,1,1,0.3
0.1086,0,0.27,0,0.0,1,0.24,0.01,0.135,0.8,0.19,0.1874,0.1976,high,0.17,0.01,0.18,1,1,1,0.3
0.1986,1,0.05,1,0.07,1,0.39,0.01,0.089,0.7,0.19,0.0251,0.0599,high,0.11,0.08,0.17,1,1,0,0.3
0.0634,1,0.08,0,0.05,0,0.41,0.02,0.192,0.1,0.12,0.1362,0.1853,high,0.18,0.11,0.04,1,0,1,0.3
0.0502,0,0.08,0,0.07,0,0.52,0.1,0.082,0.6,0.08,0.0281,0.1159,mid,0.05,0.04,0.2,1,1,0,0.2
0.1641,0,0.11000000000000001,0,0.06,0,0.48,0.06999999999999999,0.097,0.8,0.07,0.0224,0.1994,mid,0.13,0.06,0.17,1,0,1,0.2
0.0623,0,0.13999999999999999,1,0.0,1,0.15,0.02,0.189,0.3,0.01,0.0778,0.0844,high,0.14,0.04,0.18,1,0,1,0.2
0.0962,1,0.11000000000000001,1,0.03,0,0.17,0.01,0.161,0.8,0.2,0.0546,0.1424,high,0.14,0.03,0.2,1,0,0,0.3
0.1057,1,0.27,0,0.03,1,0.41,0.01,0.097,0.4,0.1,0.0397,0.0891,mid,0.16,0.09,0.02,1,1,0,0.1
0.1862,0,0.15,0,0.01,0,0.62,0.1,0.182,0.1,0.02,0.0386,0.1046,low,0.11,0.03,0.09,1,0,0,0.1
0.0555,1,0.3,1,0.05,1,0.38,0.08,0.193,0.2,0.1,0.0214,0.197,mid,0.08,0.01,0.08,1,0,1,0.1
0.1,0,0.27,0,0.01,1,0.58,0.1,0.135,0.5,0.12,0.0461,0.0833,low,0.07,0.0,0.2,1,0,0,0.0
0.0841,0,0.05,0,0.06,1,0.11,0.03,0.081,0.5,0.14,0.0125,0.0675,low,0.06,0.05,0.11,1,1,0,0.0
0.0865,0,0.29,0,0.05,0,0.16,0.01,0.089,0.4,0.12,0.0335,0.1009,high,0.13,0.03,0.14,1,0,1,0.3
0.0999,0,0.26,1,0.11,1,0.56,0.1,0.165,0.4,0.13,0.0342,0.1641,high,0.08,0.04,0.11,1,1,1,0.2
0.1232,0,0.12,0,0.12,0,0.3,0.09,0.131,0.6,0.14,0.0625,0.0761,mid,0.08,0.04,0.15,1,1,1,0.1
0.1194,0,0.22999999999999998,0,0.06,1,0.34,0.02,0.165,0.2,0.12,0.0494,0.0509,low,0.15,0.01,0.19,1,1,0,0.0
0.0612,1,0.05,1,0.01,1,0.2,0.08,0.179,0.8,0.06,0.1145,0.1487,high,0.16,0.02,0.18,1,1,1,0.3
0.1362,1,0.29,0,0.0,0,0.47,0.05,0.186,0.6,0.04,0.06,0.1042,high,0.19,0.17,0.05,1,1,1,0.3
0.1469,0,0.16999999999999998,1,0.11,1,0.44,0.05,0.169,0.2,0.14,0.0484,0.0711,mid,0.15,0.05,0.05,1,1,1,0.1
0.0986,1,0.08,0,0.13,1,0.28,0.08,0.182,0.4,0.2,0.0199,0.0679,low,0.08,0.07,0.18,1,1,0,0.0
0.1843,0,0.27999999999999997,0,0.01,1,0.62,0.08,0.104,0.3,0.07,0.0021,0.0832,high,0.05,0.04,0.06,1,0,1,0.3
0.1561,0,0.05,1,0.1,1,0.04,0.05,0.134,0.2,0.13,0.0885,0.1811,mid,0.13,0.12,0.1,1,1,0,0.2
0.1695,1,0.05,1,0.02,1,0.47,0.05,0.189,0.5,0.13,0.0308,0.1208,mid,0.08,0.06,0.11,1,1,0,0.1
0.0667,0,0.26,1,0.03,0,0.08,0.08,0.185,0.1,0.07,0.1015,0.1947,mid,0.11,0.08,0.08,1,1,0,0.2
0.1768,1,0.2,0,0.0,1,0.02,0.08,0.088,0.7,0.02,0.1303,0.1814,high,0.09,0.06,0.05,1,1,0,0.3
0.1269,1,0.27999999999999997,1,0.16,0,0.41,0.1,0.18,0.8,0.17,0.0406,0.1036,mid,0.1,0.09,0.16,1,0,1,0.2
0.1109,1,0.27999999999999997,1,0.06,0,0.57,0.09,0.151,0.1,0.12,0.0124,0.0833,high,0.15,0.1,0.16,1,0,0,0.2
0.0936,0,0.05,1,0.14,1,0.14,0.01,0.164,0.3,0.17,0.015,0.1677,high,0.13,0.01,0.12,1,0,0,0.3
0.1713,1,0.2,0,0.09,1,0.05,0.06999999999999999,0.199,0.6,0.16,0.0108,0.1963,mid,0.15,0.06,0.02,1,0,1,0.1
0.1175,1,0.16999999999999998,1,0.01,1,0.45,0.06,0.167,0.2,0.07,0.009,0.0557,mid,0.1,0.06,0.05,1,1,0,0.1
0.194,1,0.1,1,0.0,1,0.05,0.02,0.194,0.4,0.01,0.0588,0.1809,low,0.19,0.18,0.03,1,1,1,0.1
0.0855,1,0.05,0,0.02,1,0.59,0.05,0.159,0.2,0.03,0.1028,0.1196,mid,0.16,0.08,0.08,1,1,1,0.1
0.0771,1,0.05,1,0.0,1,0.33,0.01,0.157,0.3,0.17,0.0776,0.1247,low,0.16,0.02,0.1,1,1,1,0.0
0.0645,0,0.25,0,0.1,1,0.63,0.1,0.174,0.4,0.14,0.0278,0.0584,high,0.18,0.08,0.13,1,0,1,0.2
0.1307,0,0.18,0,0.02,0,0.07,0.06,0.088,0.7,0.03,0.0897,0.1103,low,0.16,0.09,0.05,1,0,1,0.1
0.1948,0,0.29,1,0.04,0,0.05,0.02,0.136,0.1,0.13,0.0651,0.07,low,0.06,0.01,0.1,1,1,0,0.0
0.1509,0,0.06,1,0.05,0,0.5,0.03,0.081,0.4,0.08,0.101,0.1684,mid,0.12,0.08,0.03,1,1,0,0.1
0.0626,1,0.27999999999999997,1,0.03,1,0.11,0.08,0.109,0.2,0.09,0.0737,0.1759,low,0.06,0.01,0.04,1,0,1,0.0
0.119,0,0.2,1,0.0,0,0.4,0.02,0.093,0.5,0.01,0.1399,0.1646,high,0.13,0.07,0.09,1,0,1,0.3
0.1727,1,0.21000000000000002,1,0.1,0,0.57,0.03,0.158,0.6,0.18,0.0376,0.1288,low,0.05,0.02,0.06,1,0,0,0.0
0.167,1,0.3,0,0.14,0,0.62,0.05,0.114,0.8,0.2,0.1117,0.133,high,0.06,0.0,0.2,1,0,1,0.3
0.115,1,0.05,1,0.04,1,0.27,0.1,0.134,0.1,0.17,0.0234,0.1947,mid,0.11,0.0,0.16,1,0,0,0.1
0.1208,0,0.29,0,0.05,1,0.16,0.1,0.175,0.1,0.19,0.0691,0.1028,mid,0.17,0.16,0.12,1,0,0,0.1
0.1812,1,0.13,1,0.04,1,0.42,0.1,0.162,0.7,0.15,0.038,0.155,high,0.18,0.13,0.11,1,1,1,0.3
0.077,1,0.15,1,0.06,0,0.61,0.02,0.196,0.4,0.09,0.0603,0.1483,high,0.07,0.03,0.04,1,0,1,0.3
0.1559,1,0.13,1,0.1,1,0.1,0.03,0.114,0.8,0.17,0.0117,0.0681,mid,0.07,0.05,0.15,1,1,1,0.1
0.1902,0,0.05,0,0.1,0,0.13,0.02,0.155,0.4,0.11,0.0766,0.0877,low,0.14,0.1,0.15,1,1,0,0.1
0.1751,0,0.25,0,0.01,0,0.04,0.06,0.146,0.8,0.09,0.1499,0.1952,low,0.19,0.14,0.12,1,1,1,0.1
0.1416,1,0.18,1,0.0,0,0.2,0.01,0.093,0.4,0.0,0.1175,0.1578,high,0.1,0.02,0.07,1,0,1,0.3
0.1288,0,0.05,1,0.03,1,0.61,0.02,0.115,0.6,0.06,0.0988,0.1503,mid,0.16,0.06,0.1,1,0,1,0.2
0.1003,1,0.29,0,0.16,1,0.16,0.06,0.119,0.8,0.19,0.019,0.1905,mid,0.16,0.07,0.1,1,0,0,0.1
0.1715,1,0.05,1,0.01,1,0.18,0.01,0.096,0.6,0.03,0.0674,0.1375,mid,0.17,0.02,0.03,1,0,0,0.3
0.1967,0,0.05,0,0.0,1,0.46,0.06,0.199,0.1,0.07,0.0518,0.1374,mid,0.15,0.02,0.07,1,1,0,0.1
0.0962,0,0.1,1,0.14,0,0.02,0.09,0.125,0.1,0.2,0.1618,0.1916,mid,0.16,0.02,0.14,1,0,0,0.1
0.1487,0,0.15,0,0.05,1,0.42,0.08,0.12,0.2,0.07,0.0857,0.0989,mid,0.12,0.04,0.03,1,0,0,0.2
0.1569,1,0.16,1,0.04,1,0.54,0.09,0.19,0.4,0.06,0.0371,0.0665,high,0.06,0.02,0.04,1,0,0,0.3
0.1146,0,0.3,0,0.05,1,0.57,0.04,0.111,0.5,0.1,0.0073,0.0583,low,0.19,0.09,0.11,1,1,1,0.0
0.1379,1,0.15,0,0.06,1,0.09,0.08,0.118,0.8,0.13,0.0098,0.0755,mid,0.11,0.04,0.18,1,0,1,0.1
0.1504,0,0.19,1,0.07,1,0.25,0.03,0.152,0.4,0.09,0.0395,0.1853,mid,0.13,0.11,0.13,1,0,1,0.1
0.1945,0,0.12,0,0.03,0,0.26,0.06999999999999999,0.112,0.6,0.05,0.1064,0.154,high,0.18,0.07,0.2,1,0,1,0.3
0.163,1,0.27999999999999997,1,0.0,1,0.32,0.09,0.08,0.6,0.01,0.0712,0.1726,mid,0.12,0.1,0.2,1,0,1,0.2
0.1125,1,0.27,0,0.1,0,0.23,0.04,0.117,0.1,0.14,0.0774,0.0939,mid,0.14,0.08,0.12,1,1,0,0.1
0.0614,1,0.06999999999999999,0,0.04,1,0.51,0.01,0.178,0.7,0.07,0.1012,0.104,high,0.1,0.07,0.12,1,0,1,0.2
0.0854,0,0.1,0,0.05,1,0.17,0.09,0.101,0.4,0.09,0.073,0.1148,high,0.07,0.0,0.02,1,0,0,0.2
0.147,1,0.16999999999999998,1,0.06,0,0.45,0.01,0.121,0.1,0.09,0.0777,0.109,high,0.1,0.01,0.14,1,0,1,0.3
0.1826,1,0.05,1,0.05,1,0.49,0.06,0.172,0.8,0.06,0.0973,0.1633,mid,0.17,0.09,0.17,1,1,0,0.2
0.0807,1,0.05,1,0.0,0,0.37,0.02,0.127,0.4,0.0,0.0245,0.0829,mid,0.05,0.04,0.04,1,0,0,0.1
0.1996,1,0.27999999999999997,1,0.0,1,0.07,0.01,0.138,0.5,0.04,0.0937,0.1083,low,0.17,0.14,0.16,1,0,0,0.1
0.1083,1,0.2,0,0.03,0,0.41,0.06999999999999999,0.158,0.5,0.05,0.0937,0.1164,mid,0.18,0.03,0.1,1,0,1,0.1
0.1035,0,0.05,1,0.14,1,0.49,0.03,0.178,0.2,0.15,0.0574,0.1171,high,0.12,0.04,0.19,1,0,0,0.3
0.1521,1,0.16,0,0.05,1,0.62,0.03,0.143,0.1,0.09,0.0678,0.163,high,0.05,0.02,0.19,1,0,0,0.3
0.1314,1,0.27999999999999997,1,0.13,1,0.05,0.1,0.087,0.4,0.18,0.0082,0.0512,high,0.17,0.16,0.18,1,0,0,0.3
